iteration,total_objective,thermal_smooth,exact_continuous_tmax,total_variation,binarization_penalty,continuous_material_fraction,binary_material_fraction,projection_absolute_error,material_logit_mean,material_logit_std,material_logit_minimum,material_logit_maximum,material_std,hidden_state_rms,delta_state_rms,maximum_absolute_delta,maximum_absolute_state,gradient_norm_before_clipping,gradient_norm_after_clipping,conv3x3_weight_gradient_norm,conv1x1_weight_gradient_norm,all_parameter_gradients_finite,maximum_cg_iterations,maximum_explicit_relative_residual,all_cg_converged,finite,wall_seconds
0,0.6644396611045551,0.6644396611045551,0.717857933544868,0.0,0.1874999701976776,0.24999994039535522,0.0,5.960464477539063e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08735855579976644,0.08735855579976644,0.0,0.08735855668783188,True,294,9.880164372320056e-07,True,True,2.4374164000037126
1,0.663823308100415,0.6638230510651925,0.7169966274636036,0.00025703522260300815,0.18749400973320007,0.25,0.0,0.0,0.00369753479026258,0.006727207452058792,-0.0004970296868123114,0.023601051419973373,0.002446787664666772,0.0,2.9985947548993863e-05,0.0003693629114422947,0.023601051419973373,0.09631929970292279,0.09631929970292279,0.002103477716445923,0.09629615396261215,True,294,9.98890325709639e-07,True,True,2.4515585999761242
2,0.6630390569868744,0.6630385005584233,0.7159102659041262,0.0005564284510910511,0.18747183680534363,0.25,0.0,0.0,0.010571093298494816,0.01446699071675539,0.0026688312646001577,0.05340670049190521,0.005306921899318695,0.00768286781385541,0.00013568103895522654,0.000844338908791542,0.05340670049190521,0.11258053003472981,0.11258053003472981,0.004712617490440607,0.11248105019330978,True,295,9.59828949952825e-07,True,True,2.4777830000093672
3,0.66199390194058,0.6619929742891626,0.7145498048242341,0.0009276514174416661,0.18742267787456512,0.25,0.0,0.0,0.01892409473657608,0.02373858541250229,0.007765407674014568,0.08928488940000534,0.008794100023806095,0.016848048195242882,0.00028117827605456114,0.0014509804314002395,0.08928488940000534,0.13468099775349848,0.13468099775349848,0.008153080008924007,0.13443176448345184,True,303,9.991073060002784e-07,True,True,2.484911599982297
4,0.6605583932073765,0.6605569911571197,0.7127137919025831,0.001402050256729126,0.18732649087905884,0.2499999701976776,0.0,2.9802322387695312e-08,0.02864314243197441,0.035141829401254654,0.014246076345443726,0.13295795023441315,0.013172251172363758,0.026929328218102455,0.00044461258221417665,0.0022523559164255857,0.13295795023441315,0.16491209964582665,0.16491209964582665,0.012844087556004524,0.16440603137016296,True,305,9.82970647545884e-07,True,True,2.542553700011922
5,0.6585247405708287,0.6585227164483148,0.7101822607604745,0.0020241225138306618,0.18714512884616852,0.25,0.0,0.0,0.04006553068757057,0.049548808485269547,0.019628243520855904,0.18742802739143372,0.01883801259100437,0.03879031538963318,0.0006392003269866109,0.0033603382762521505,0.18742802739143372,0.20681292107628885,0.20681292107628885,0.019464846700429916,0.20588381588459015,True,305,9.869529453641049e-07,True,True,2.582997899997281
6,0.6555634789335465,0.6555606179187463,0.7066131648579715,0.002861014800146222,0.18680298328399658,0.2499999701976776,0.0,2.9802322387695312e-08,0.05273288115859032,0.06825052946805954,0.024390922859311104,0.2562144994735718,0.026400864124298096,0.053803037852048874,0.0008870911551639438,0.0049427873454988,0.2562144994735718,0.26498740883423,0.26498740883423,0.029001586139202118,0.26337239146232605,True,305,9.634325582435418e-07,True,True,2.613624100020388
7,0.6511702710476867,0.6511662512908852,0.7012424245394067,0.004019756801426411,0.18614476919174194,0.25,0.0,0.0,0.06315043568611145,0.09319336712360382,0.02418600022792816,0.3418506979942322,0.03681356832385063,0.07359299808740616,0.001215325086377561,0.007237171288579702,0.3418506979942322,0.34370625252985915,0.34370625252985915,0.042641378939151764,0.34100306034088135,True,304,9.965465929360065e-07,True,True,2.5942473000031896
8,0.6446398534768996,0.6446341811887724,0.6931123877519564,0.005672288127243519,0.18483570218086243,0.25,0.0,0.0,0.0755482167005539,0.12746557593345642,0.021882161498069763,0.4581761658191681,0.05161701515316963,0.10083235800266266,0.0016797647112980485,0.010818833485245705,0.4581761658191681,0.44127800222523944,0.44127800222523944,0.06099478900432587,0.4369475543498993,True,303,9.715700564920033e-07,True,True,2.6003677000117023
9,0.6352487058458229,0.635240616851983,0.6814348954991916,0.008088993839919567,0.18212729692459106,0.25,0.0,0.0,0.09431099891662598,0.17616383731365204,0.01960621401667595,0.6254507303237915,0.07329878956079483,0.1399475485086441,0.0023736883886158466,0.0166661124676466,0.6254507303237915,0.5341955094565938,0.5341955094565938,0.08128078281879425,0.5278066992759705,True,300,9.87827306426023e-07,True,True,2.581932400004007
